fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Ioannis KOUKIADIS,4487,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,male
Dimitrios KOULOURIANOS,4510,Greece,Confederal Group of the European United Left/Nordic Green Left ,None,Dimokratiko Kinoniko Kinima ,1999-2004,07-1999,male
Bronisława KOWALSKA,23767,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,female
Sergej KOZLÍK,23873,Slovakia,Non-attached Members,None,Hnutie za demokratické Slovensko ,1999-2004,04-2003,male
Ole KRARUP,1919,Denmark,Group for a Europe of Democracies and Diversities ,None,Folkebevægelsen mod EU ,1999-2004,07-1999,male
Guntars KRASTS,26828,Latvia,Union for Europe of the Nations Group ,None,Tēvzemei un Brīvībai/LNNK ,1999-2004,04-2004,male
Rodi KRATSA-TSAGAROPOULOU,4482,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,male
Constanze KREHL,1854,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Wolfgang KREISSL-DÖRFLER,1935,Germany,Group of the Greens/European Free Alliance ,Group of the Party of European Socialists ,Bündnis 90/die Grünen ,1999-2004,07-1999,male
Kęstutis KRIŠČIŪNAS,23736,Lithuania,Group of the Party of European Socialists ,None,Lietuvos Socialdemokratų Partija ,1999-2004,04-2003,male
Alain KRIVINE,4403,France,Confederal Group of the European United Left/Nordic Green Left ,None,Ligue Communiste Révolutionnaire ,1999-2004,07-1999,male
Hans KRONBERGER,2291,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1999-2004,07-1999,male
Daniel KROUPA,23842,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,no party ,1999-2004,04-2003,male
Józef Jerzy KUBICA,26676,Poland,Group of the Party of European Socialists ,None,Unia Pracy ,1999-2004,03-2004,male
Pavol KUBOVIČ,23874,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Slovenská demokratická a kresťanská únia ,1999-2004,04-2003,male
Wilfried KUCKELKORN,1899,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Helmut KUHNE,1908,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Florence KUNTZ,4366,France,Union for Europe of the Nations Group ,Group for a Europe of Democracies and Diversities ,Rassemblement pour la France ,1999-2004,07-1999,female
Kestutis KUZMICKAS,23742,Lithuania,"Group of the European Liberal, Democrat and Reform Party ",None,Naujoji sąjunga ,1999-2004,04-2003,male
Vytautas KVIETKAUSKAS,23741,Lithuania,"Group of the European Liberal, Democrat and Reform Party ",None,Naujoji sąjunga ,1999-2004,04-2003,male
Mart LAAR,23862,Estonia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Isamaaliit ,1999-2004,04-2003,male
Petr LACHNIT,23700,Czechia,Group of the Party of European Socialists ,None,Česká strana sociálně demokratická ,1999-2004,04-2003,male
Carlos LAGE,2161,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1999-2004,07-1999,male
Joost LAGENDIJK,2329,Netherlands,Group of the Greens/European Free Alliance ,None,GroenLinks ,1999-2004,07-1999,male
Arlette LAGUILLER,4402,France,Confederal Group of the European United Left/Nordic Green Left ,None,Lutte ouvrière ,1999-2004,07-1999,female
André LAIGNEL,1980,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,03-2001,male
Catherine LALUMIÈRE,2130,France,Group of the Party of European Socialists ,None,Parti radical de gauche ,1999-2004,07-1999,female
Alain LAMASSOURE,1204,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,male
Jean LAMBERT,4531,United Kingdom,Group of the Greens/European Free Alliance ,None,Green Party ,1999-2004,07-1999,female
Vytautas LANDSBERGIS,23746,Lithuania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Tėvynės Sąjungos - konservatorių frakcija ,1999-2004,04-2003,male
Carl LANG,2057,France,Technical Group of Independent Members ,Non-attached Members,Front national ,1999-2004,07-1999,male
Bernd LANGE,1909,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Werner LANGEN,1928,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Brigitte LANGENHAGEN,35,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Paul A.A.J.G. LANNOYE,1292,Belgium,Group of the Greens/European Free Alliance ,None,Ecolo ,1999-2004,07-1999,male
Thierry de LA PERRIERE,4365,France,Union for Europe of the Nations Group ,Non-attached Members,Rassemblement pour la France ,1999-2004,07-1999,male
Armin LASCHET,4280,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Vladimír LAŠTŮVKA,23701,Czechia,Group of the Party of European Socialists ,None,Česká strana sociálně demokratická ,1999-2004,04-2003,male
Vincenzo LAVARRA,4455,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
Kurt LECHNER,4283,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Jo LEINEN,4262,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Jean-Marie LE PEN,1023,France,Technical Group of Independent Members ,Non-attached Members,Front national ,1999-2004,07-1999,female
Andrzej Zbigniew LEPPER,23794,Poland,Non-attached Members,None,Samoobrona RP ,1999-2004,04-2003,male
Janusz LEWANDOWSKI,23781,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,1999-2004,04-2003,male
Bogusław LIBERADZKI,23768,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Marcin LIBICKI,24087,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,Union for Europe of the Nations Group ,Prawo i Sprawiedliwość ,1999-2004,06-2003,male
Marie-Noëlle LIENEMANN,1708,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,female
Liene LIEPIŅA,23852,Latvia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Jaunais laiks ,1999-2004,04-2003,female
Peter LIESE,1927,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Rolf LINKOHR,1258,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Alain LIPIETZ,4384,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,1999-2004,07-1999,male
Janusz Stanisław LISAK,23798,Poland,Group of the Party of European Socialists ,None,Unia Pracy ,1999-2004,04-2003,male
Giorgio LISI,4748,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Bogusław LITWINIEC,23718,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Jaroslav LOBKOWICZ,23702,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Křesťansko democratická unie - Československá strana lídová ,1999-2004,04-2003,male
Raffaele LOMBARDO,4472,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Centro cristiano democratico ,1999-2004,07-1999,male
Caroline LUCAS,4524,United Kingdom,Group of the Greens/European Free Alliance ,None,Green Party ,1999-2004,07-1999,female
Baroness Sarah LUDFORD,4529,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,female
Günter LÜTTGE,1076,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Astrid LULLING,1186,Luxembourg,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Parti chrétien social ,1999-2004,09-1999,female
Torben LUND,4434,Denmark,Group of the Party of European Socialists ,None,Socialdemokratiet ,1999-2004,07-1999,male
Arminas LYDEKA,23743,Lithuania,"Group of the European Liberal, Democrat and Reform Party ",None,Lietuvos Liberalų sąjunga ,1999-2004,04-2003,male
Elizabeth LYNNE,4541,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,female
Stanisław ŁYŻWIŃSKI,23797,Poland,Non-attached Members,None,Samoobrona RP ,1999-2004,04-2003,male
Albert Jan MAAT,4492,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,1999-2004,07-1999,male
Jules MAATEN,4501,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1999-2004,07-1999,male
Linda McAVAN,2327,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,female
Arlene McCARTHY,2173,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,female
John Joseph McCARTIN,1436,Ireland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fine Gael Party ,1999-2004,07-1999,male
Professor Sir Neil MacCORMICK,4548,United Kingdom,Group of the Greens/European Free Alliance ,None,Scottish National Party ,1999-2004,07-1999,male
Antoni MACIEREWICZ,23885,Poland,Non-attached Members,None,Ruch Katolicko-Narodowy ,1999-2004,04-2003,male
Patricia McKENNA,2231,Ireland,Group of the Greens/European Free Alliance ,None,Green Party ,1999-2004,07-1999,female
Edward MCMILLAN-SCOTT,1405,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Eryl Margaret McNALLY,2064,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Alain MADELIN,1024,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Démocratie libérale ,1999-2004,07-1999,male
Nelly MAES,2335,Belgium,Group of the Greens/European Free Alliance ,None,Volksunie ,1999-2004,07-1999,female
Hanja MAIJ-WEGGEN,1425,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,1999-2004,07-1999,female
Eugenijus MALDEIKIS,23745,Lithuania,"Group of the European Liberal, Democrat and Reform Party ",None,Lietuvos Liberalų Demokratų Partija ,1999-2004,04-2003,male
Minerva Melpomeni MALLIORI,4490,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,female
Helena MALLOTOVÁ,23703,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,1999-2004,04-2003,female
Cecilia MALMSTRÖM,4273,Sweden,"Group of the European Liberal, Democrat and Reform Party ",None,Folkpartiet liberalerna ,1999-2004,07-1999,female
Antonius MANDERS,4560,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1999-2004,07-1999,male
Lucio MANISCO,2074,Italy,Confederal Group of the European United Left/Nordic Green Left ,None,Partito dei Comunisti Italiani ,1999-2004,07-1999,male
Erika MANN,1898,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Thomas MANN,1922,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
