fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Diemut R. THEATO,1188,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Ioannis THEONAS,2188,Greece,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Kommounistiko Komma Elladas ,1994-1999,07-1994,male
Maj Britt THEORIN,2149,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,male
David Edward THOMAS,2060,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Astrid THORS,2305,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Svenska folkpartiet ,1994-1999,11-1996,female
Marianne THYSSEN,1832,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1994-1999,07-1994,female
Stanislaw TILLICH,1861,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Leo C. TINDEMANS,956,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1994-1999,07-1994,male
Gary TITLEY,1311,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Luisa TODINI,2255,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,female
Kyösti TOIVONEN,2126,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,01-1995,male
The Lord John E. TOMLINSON,1376,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Carole TONGUE,1361,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
José Manuel TORRES COUTO,1199,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,male
Helena TORRES MARQUES,2163,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,female
Antonios TRAKATELLIS,2182,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1994-1999,07-1994,male
Catherine TRAUTMANN,1129,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,female
Antonio Michele TRIZZA,1951,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,07-1994,male
Peter TRUSCOTT,2071,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Dimitris TSATSOS,2176,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,male
Margaretha af UGGLAS,2148,Sweden,Group of the European People's Party (Christian,None,Moderata samlingspartiet ,1994-1999,01-1995,female
Wolfgang ULLMANN,1931,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,male
Jaime VALDIVIELSO DE CUÉ,1997,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Joan VALLVÉ,1976,Spain,"Group of the European Liberal, Democrat and Reform Party ",None,Convergència Democràtica Catalunya ,1994-1999,07-1994,female
José VALVERDE LÓPEZ,1327,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Jaak H.-A. VANDEMEULEBROUCKE,1470,Belgium,Group of the European Radical Alliance ,None,Volksunie ,1994-1999,07-1994,male
Frank VANHECKE,1956,Belgium,Non-attached Members,None,Vlaams Blok ,1994-1999,07-1994,male
Anne VAN LANCKER,1938,Belgium,Group of the Party of European Socialists ,None,Socialistische Partij ,1994-1999,07-1994,female
Daniel VARELA SUANZES-CARPEGNA,2000,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Paavo VÄYRYNEN,2128,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1994-1999,01-1995,male
Helena M. VAZ DA SILVA,2157,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,female
Luciano VECCHI,1092,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Wim van VELZEN,1142,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1994-1999,07-1994,male
Josep VERDE I ALDEA,1319,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Yves VERWAERDE,1160,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Parti républicain ,1994-1999,07-1994,male
Guido VICECONTE,2197,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Rui VIEIRA,2275,Portugal,Group Union for Europe ,None,Partido Popular ,1994-1999,10-1995,male
Celia VILLALOBOS TALERO,1989,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,female
Philippe de VILLIERS,2212,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Union pour la démocratie française - Parti républicain ,1994-1999,07-1994,male
Luigi VINCI,1957,Italy,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione comunista ,1994-1999,07-1994,male
Vincenzo VIOLA,2259,Italy,Group of the European People's Party (Christian,None,Patto Segni ,1994-1999,09-1995,male
Ivar VIRGIN,2150,Sweden,Group of the European People's Party (Christian,None,Moderata samlingspartiet ,1994-1999,01-1995,male
Kyösti VIRRANKOSKI,2306,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1994-1999,11-1996,male
António VITORINO,2159,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,male
Johannes VOGGENHUBER,2053,Austria,The Green Group in the European Parliament ,None,Die Grünen - Die Grüne Alternative ,1994-1999,01-1995,male
Leen VAN DER WAAL,1449,Netherlands,Europe of Nations Group (Coordination Group) ,Non-attached Members,Staatkundig Gereformeerde Partij - Gereformeerd Politiek Verbond - Reformatorisch Politieke Federatie ,1994-1999,07-1994,female
Susan A. WADDINGTON,2170,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Tommy WAIDELICH,2151,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,male
Ralf WALTER,1910,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Sir Graham WATSON,2155,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrats ,1994-1999,07-1994,male
Mark Francis WATTS,2082,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Henri WEBER,2319,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,08-1997,male
Jup WEBER,2200,Luxembourg,The Green Group in the European Parliament ,Group of the European Radical Alliance ,Les Verts ,1994-1999,07-1994,male
Barbara WEILER,1907,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Rosemarie WEMHEUER,1912,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Norman WEST,1379,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Ian WHITE,1303,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Phillip WHITEHEAD,2174,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Sören WIBE,2270,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1994-1999,10-1995,male
Jan-Kees WIEBENGA,1964,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1994-1999,07-1994,male
Rainer WIELAND,2323,Germany  ,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,10-1997,male
Jan Marinus WIERSMA,1952,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1994-1999,07-1994,male
Florus A. WIJSENBEEK,1450,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1994-1999,07-1994,male
Frederik A.A. WILLOCKX,1937,Belgium,Group of the Party of European Socialists ,None,Socialistische Partij ,1994-1999,07-1994,male
Anthony Joseph (Joe) WILSON,1218,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Karl von WOGAU,1224,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Friedrich WOLF,1932,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,male
Francis WURTZ,1018,France,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Parti communiste français ,1994-1999,07-1994,male
Terence WYNN,1295,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Antoine-François BERNARDINI,1986,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Undine-Uta BLOCH von BLOTTNITZ,1815,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,female
Quinídio CORREIA,2274,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,10-1995,male
Concepció FERRER,1304,Spain,Group of the European People's Party (Christian,None,Unió Democràtica de Catalunya ,1994-1999,07-1994,female
Marialiese FLEMMING,2287,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,11-1996,female
Reynoldh FURUSTRAND,2112,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,male
Gerfrid GAIGG,2087,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,01-1995,male
Carles-Alfred GASÒLIBA i BÖHM,1344,Spain,"Group of the European Liberal, Democrat and Reform Party ",None,Convergència Democràtica Catalunya ,1994-1999,07-1994,male
Dieter-Lebrecht KOCH,1852,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Klaus-Heiner LEHNE,2224,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Philippe-Armand MARTIN,2215,France,Europe of Nations Group (Coordination Group) ,Group Union for Europe ,Majorité pour l'autre Europe ,1994-1999,07-1994,male
René-Emile PIQUET,1157,France,Confederal Group of the European United Left ,None,Parti communiste français ,1994-1999,07-1994,male
Bengt-Ola RYTTAR,2070,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,male
W.G. van VELZEN,1955,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,male
Wilmya ZIMMERMANN,2223,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
